ID	D1	IGNORE THEME	D1	TELUGU	D1	ENGLISH	D1	CLUE	D1	IMAGE	D1	SOUND
290	|	ANIMALS	|	కోతి	|	MONKEY	|	కోతి_CLUE	|	HTTPS://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/D/D7/CRAB-EATING_MACAQUE_TREE.JPG/326PX-CRAB-EATING_MACAQUE_TREE.JPG	|	
291	|	ANIMALS	|	దోమ 	|	MOSQUITO	|	దోమ _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/D/DC/MOSQUITO_2007-2.JPG/670PX-MOSQUITO_2007-2.JPG	|	
292	|	ANIMALS	|	కొండ గొర్రె 	|	MOUNTAIN GOAT	|	కొండ గొర్రె _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/8/85/OREAMNOS_AMERICANUS_21073.JPG/800PX-OREAMNOS_AMERICANUS_21073.JPG	|	
293	|	ANIMALS	|	చిట్టెలుక 	|	MOUSE	|	చిట్టెలుక _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/0/0D/%D0%9C%D1%8B%D1%88%D1%8C_2.JPG	|	
294	|	ANIMALS	|	కంచర గాడిద	|	MULE	|	కంచర గాడిద_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/E/E0/JUANCITO.JPG/800PX-JUANCITO.JPG	|	
295	|	ANIMALS	|	కస్తూరి మృగము	|	MUSK DEER	|	కస్తూరి మృగము_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/8/8D/MOSCHUSTIER.JPG	|	
296	|	ANIMALS	|	అష్ట శిరోపాది	|	OCTOPUS	|	అష్ట శిరోపాది_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/5/57/OCTOPUS2.JPG/788PX-OCTOPUS2.JPG	|	
297	|	ANIMALS	|	గాలు కొంగ	|	OPENBILL STORK	|	గాలు కొంగ_CLUE	|	HTTP://BLOGS.CRIKEY.COM.AU/NORTHERN/FILES/2008/09/ASIAN-OPENBILL-STORK.JPG	|	
298	|	ANIMALS	|	నిప్పు కోడి 	|	OSTRICH	|	నిప్పు కోడి _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/9/92/OSTRICHES_CAPE_POINT_CROPPED.JPG	|	
299	|	ANIMALS	|	గుడ్ల గూబ	|	OWL	|	గుడ్ల గూబ_CLUE	|	HTTP://PHOTOS.FOTER.COM/81/OPERATION-DICK-BABY-AFRICAN-WOOD-OWL-STRIX-WOODFORDII_L.JPG	|	
300	|	ANIMALS	|	ఎద్దు 	|	OX	|	ఎద్దు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/9/97/GRAY_ZEBU_BULL.JPG/220PX-GRAY_ZEBU_BULL.JPG	|	
301	|	ANIMALS	|	పాండా	|	PANDA	|	పాండా_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/0/0F/GROSSER_PANDA.JPG/800PX-GROSSER_PANDA.JPG	|	
302	|	ANIMALS	|	చిరుత పులి 	|	PANTHER	|	చిరుత పులి _CLUE	|	HTTP://BEATSPIECESLONDON.FILES.WORDPRESS.COM/2011/06/48737-PANTHER.JPEG	|	
303	|	ANIMALS	|	రామ చిలుక 	|	PARROT	|	రామ చిలుక _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/E/E1/ROSE-RINGED_PARAKEET_%28MALE%29_I_IMG_9141.JPG	|	
304	|	ANIMALS	|	కౌజు పిట్ట	|	PARTRIDGE	|	కౌజు పిట్ట_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/6/6F/PERDIX_PERDIX_%28MAREK_SZCZEPANEK%29.JPG	|	
305	|	ANIMALS	|	కౌజు పిట్ట 	|	PATRIDGE	|	కౌజు పిట్ట _CLUE	|	HTTP://2.BP.BLOGSPOT.COM/-RPKQZUOT_5E/UCFFAWSJEZI/AAAAAAAAADK/T_SUYUAXPXA/S1600/1.JPG	|	
306	|	ANIMALS	|	నెమలి 	|	PEACOCK	|	నెమలి _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/8/83/INDIAN_PEAFOWL.JPG/800PX-INDIAN_PEAFOWL.JPG	|	
307	|	ANIMALS	|	 గూడ కొంగ	|	PELICAN 	|	 గూడ కొంగ_CLUE	|	HTTPS://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/D/D4/PELIKAN_WALVIS_BAY.JPG/800PX-PELIKAN_WALVIS_BAY.JPG	|	
308	|	ANIMALS	|	పె౦గ్విను	|	PENGUIN	|	పె౦గ్విను_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/B/BE/PYGOSCELIS_PAPUA.JPG	|	
309	|	ANIMALS	|	తీతువు పిట్ట	|	PEWIT	|	తీతువు పిట్ట_CLUE	|	HTTPS://WWW.THEIMAGEFILE.COM/V/TP/323/299/4048475050_4_PEWIT-LAPWING-GRASS-GREEN.JPG	|	
310	|	ANIMALS	|	పావురము 	|	PIGEON	|	పావురము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/8/89/INDIA_DOVE.JPG/800PX-INDIA_DOVE.JPG	|	
311	|	ANIMALS	|	పంది  పిల్ల 	|	PIGLET	|	పంది  పిల్ల _CLUE	|	HTTP://WWW.CONCERNGIFTS.ORG/PAGELETS/RESIZEIMAGE.PHP?PATH=/IMAGES/PRODUCTS/PIGLET.JPG&WIDTH=300&HEIGHT=200	|	
312	|	ANIMALS	|	చిన్న గుర్రము 	|	PONY	|	చిన్న గుర్రము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/4/4A/T%C3%B6LT.JPG	|	
313	|	ANIMALS	|	ముళ్ళ పంది	|	PORCUPINE	|	ముళ్ళ పంది_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/8/8C/PORCUPINECABELASSPRINGFIELD0511.JPG/450PX-PORCUPINECABELASSPRINGFIELD0511.JPG	|	
314	|	ANIMALS	|	ముళ్ళ పంది 	|	PORCUPINE	|	ముళ్ళ పంది _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/2/21/BRUSH_TAILED_PORCUPINE_BERLIN_ZOO.JPG/800PX-BRUSH_TAILED_PORCUPINE_BERLIN_ZOO.JPG	|	
315	|	ANIMALS	|	చిరుత పులి  	|	PUMA	|	చిరుత పులి  _CLUE	|	HTTP://PUMAPAC.ORG/WP-CONTENT/UPLOADS/2012/11/PUMA-ON-ROCK.JPG	|	
316	|	ANIMALS	|	కుక్క పిల్ల 	|	PUPPY	|	కుక్క పిల్ల _CLUE	|	HTTP://HOWTOPOTTYTRAINAPUPPYDOG.NET/WP-CONTENT/UPLOADS/2012/02/PUPPY-VINEGAR-WATER-TRAINING.JPG	|	
317	|	ANIMALS	|	కొండ చిలువ 	|	PYTHON	|	కొండ చిలువ _CLUE	|	HTTP://WWW.EVERWONDER.COM/DAVID/SNAKES/PYTHON.JPG	|	
318	|	ANIMALS	|	కోలంకి పిట్ట	|	QUAIL	|	కోలంకి పిట్ట_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/7/73/BROWN_QUAIL.JPG/724PX-BROWN_QUAIL.JPG	|	
319	|	ANIMALS	|	సీమ కుందేలు 	|	RABBIT	|	సీమ కుందేలు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/3/3B/RABBIT_IN_MONTANA.JPG/675PX-RABBIT_IN_MONTANA.JPG	|	
320	|	ANIMALS	|	పొట్టేలు 	|	RAM	|	పొట్టేలు _CLUE	|	HTTP://CDN.OVERCLOCK.NET/8/86/86A93B8C_RAM-8734.JPEG	|	
321	|	ANIMALS	|	పొట్టేలు	|	RAM	|	పొట్టేలు_CLUE	|	HTTP://1.BP.BLOGSPOT.COM/-SXIZEKPNY0M/TGA6R7NYFLI/AAAAAAAAAGO/IUY_FSVJL6U/S1600/POTTELU.JPG	|	
322	|	ANIMALS	|	ఎలుక 	|	RAT	|	ఎలుక _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/0/01/RATTUS_NORVEGICUS_1.JPG	|	
323	|	ANIMALS	|	గిలక పాము	|	RATTLE SNAKE	|	గిలక పాము_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/4/4B/CROTALUS_CERASTES_MESQUITE_SPRINGS_CA.JPG/800PX-CROTALUS_CERASTES_MESQUITE_SPRINGS_CA.JPG	|	
324	|	ANIMALS	|	ఖడ్గ మృగము 	|	RHINOCEROS	|	ఖడ్గ మృగము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/6/63/DICEROS_BICORNIS.JPG/800PX-DICEROS_BICORNIS.JPG	|	
325	|	ANIMALS	|	నల్లి కండ్ల పాము	|	SALAMANDAR	|	నల్లి కండ్ల పాము_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/B/B2/SPOTTEDSALAMANDER.JPG	|	
326	|	ANIMALS	|	తేలు	|	SCORPION	|	తేలు_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/8/8D/ASIAN_FOREST_SCORPION_IN_KHAO_YAI_NATIONAL_PARK.JPG/401PX-ASIAN_FOREST_SCORPION_IN_KHAO_YAI_NATIONAL_PARK.JPG	|	
327	|	ANIMALS	|	నీటి గుర్రము	|	SEA HORSE	|	నీటి గుర్రము_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/4/4B/HIPPOCAMPUS.JPG/411PX-HIPPOCAMPUS.JPG	|	
328	|	ANIMALS	|	నీటి సింహము 	|	SEA LION	|	నీటి సింహము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/4/4C/SEALION052006.JPG/800PX-SEALION052006.JPG	|	
329	|	ANIMALS	|	సముద్రపు పక్షి 	|	SEAGULL	|	సముద్రపు పక్షి _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/F/FB/SEAGULL_IN_FLIGHT_BY_JIYANG_CHEN.JPG	|	
330	|	ANIMALS	|	సొర పొట్టు 	|	SHARK	|	సొర పొట్టు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/B/BB/TIBUR%C3%B3N.JPG	|	
331	|	ANIMALS	|	గొర్రె 	|	SHEEP	|	గొర్రె _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/2/2C/FLOCK_OF_SHEEP.JPG/394PX-FLOCK_OF_SHEEP.JPG	|	
332	|	ANIMALS	|	రొయ్య	|	SHRIMP	|	రొయ్య_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/B/B9/PALAEMON_SERRATUS_CROAZIA.JPG	|	
333	|	ANIMALS	|	పట్టు పురుగు 	|	SILK WORM	|	పట్టు పురుగు _CLUE	|	HTTP://WWW.JUNKMAIL.CO.ZA/IMAGES/LARGE_WEB/2012/9/20/MOB_PHOTO1D52AAD237E03BF8.JPG	|	
334	|	ANIMALS	|	దేవాంగ పిల్లి 	|	SLOTH	|	దేవాంగ పిల్లి _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/1/18/BRADYPUS.JPG/450PX-BRADYPUS.JPG	|	
335	|	ANIMALS	|	నత్త	|	SNAIL	|	నత్త_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/6/69/GRAPEVINESNAIL_01.JPG/800PX-GRAPEVINESNAIL_01.JPG	|	
336	|	ANIMALS	|	పాము 	|	SNAKE	|	పాము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/7/76/COAST_GARTER_SNAKE.JPG/800PX-COAST_GARTER_SNAKE.JPG	|	
337	|	ANIMALS	|	ఉల్లంగి పిట్ట	|	SNIPE	|	ఉల్లంగి పిట్ట_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/5/5F/GALLINAGO_STENURA_-_LAEM_PAK_BIA.JPG/800PX-GALLINAGO_STENURA_-_LAEM_PAK_BIA.JPG	|	
338	|	ANIMALS	|	ఆడ పంది 	|	SOW	|	ఆడ పంది _CLUE	|	HTTP://FARM4.STATICFLICKR.COM/3189/2596958089_CD6A3E84DD_Z.JPG	|	
339	|	ANIMALS	|	పిచ్చుక 	|	SPARROW	|	పిచ్చుక _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/F/F5/HOUSE_SPARROW_MAR08.JPG/800PX-HOUSE_SPARROW_MAR08.JPG	|	
340	|	ANIMALS	|	సాలీడు 	|	SPIDER	|	సాలీడు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/C/C2/MALE_GOLIATH_BIRDEATER_111508_013.JPG	|	
341	|	ANIMALS	|	తెడ్డు మూతి కొంగ	|	SPOONBILL	|	తెడ్డు మూతి కొంగ_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/2/20/ROYAL_SPOONBILL_MOUTH_OPEN.JPG/400PX-ROYAL_SPOONBILL_MOUTH_OPEN.JPG	|	
342	|	ANIMALS	|	ఉడుత 	|	SQUIRREL	|	ఉడుత _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/6/68/SCIURIDAE.JPG	|	
343	|	ANIMALS	|	జింక 	|	STAG	|	జింక _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/9/96/CERVUS_NIPPON_DYBOWSKI_SOLO.JPG/693PX-CERVUS_NIPPON_DYBOWSKI_SOLO.JPG	|	
344	|	ANIMALS	|	దుప్పి	|	STAG	|	దుప్పి_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/9/96/CERVUS_NIPPON_DYBOWSKI_SOLO.JPG/693PX-CERVUS_NIPPON_DYBOWSKI_SOLO.JPG	|	
345	|	ANIMALS	|	మగ గుర్రము 	|	STALLION	|	మగ గుర్రము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/0/04/PUERTO_RICAN-PASO-FINO-HORSE-CHESTNUT.JPG/576PX-PUERTO_RICAN-PASO-FINO-HORSE-CHESTNUT.JPG	|	
346	|	ANIMALS	|	కొంగ 	|	STORK	|	కొంగ _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/3/32/ASIAN_OPENBILL_%28ANASTOMUS_OSCITANS%29_IN_KOLKATA_I_IMG_0495.JPG	|	
347	|	ANIMALS	|	వాన కోయిల	|	SWALLOW	|	వాన కోయిల_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/0/0F/RED-RUMPEDSWALLOW01.JPG/400PX-RED-RUMPEDSWALLOW01.JPG	|	
348	|	ANIMALS	|	హంస 	|	SWAN	|	హంస _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/1/12/CYGNUS_OLOR_2_%28MAREK_SZCZEPANEK%29.JPG	|	
349	|	ANIMALS	|	పంది	|	SWINE	|	పంది_CLUE	|	HTTP://H1N1.NET/WP-CONTENT/UPLOADS/2012/03/SWINE-FLU.JPG	|	
350	|	ANIMALS	|	కప్పు పిల్ల 	|	TADPOLE	|	కప్పు పిల్ల _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/6/60/KAULQUAPPEN_TADPOLE_3.JPG/800PX-KAULQUAPPEN_TADPOLE_3.JPG	|	
351	|	ANIMALS	|	పులి 	|	TIGER	|	పులి _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/2/2E/TIGERRAMKI.JPG	|	
352	|	ANIMALS	|	గోOడ్రు కప్పు 	|	TOAD	|	గోOడ్రు కప్పు _CLUE	|	HTTP://WWW.WILDHERPS.COM/IMAGES/HERPS/STANDARD/04080732PD_G_PLAINS_TOAD.JPG	|	
353	|	ANIMALS	|	తాబేలు 	|	TORTOISE	|	తాబేలు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/A/AA/A._GIGANTEA_ALDABRA_GIANT_TORTOISE.JPG/800PX-A._GIGANTEA_ALDABRA_GIANT_TORTOISE.JPG	|	
354	|	ANIMALS	|	గిన్నె కోడి	|	TURKEY	|	గిన్నె కోడి_CLUE	|	HTTP://IMAGES.NATIONALGEOGRAPHIC.COM/WPF/MEDIA-LIVE/PHOTOS/000/007/CACHE/WILD-TURKEY_765_600X450.JPG	|	
355	|	ANIMALS	|	కట్ల పాము 	|	VIPER	|	కట్ల పాము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/3/33/BANDEDKRAIT.JPG	|	
356	|	ANIMALS	|	రాబందు 	|	VULTURE	|	రాబందు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/4/4E/EAGLE_BEAK_SIDEVIEW_A.JPG/600PX-EAGLE_BEAK_SIDEVIEW_A.JPG	|	
357	|	ANIMALS	|	మ౦ద పిచ్చుక	|	WAGTAIL	|	మ౦ద పిచ్చుక_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/5/55/WHITE-WAGTAIL.JPG	|	
358	|	ANIMALS	|	నీటి ఏనుగు 	|	WALRUS	|	నీటి ఏనుగు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/C/CE/NOAA-WALRUS22.JPG/800PX-NOAA-WALRUS22.JPG	|	
359	|	ANIMALS	|	కందిరీగ	|	WASP	|	కందిరీగ_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/5/59/VESPULA_GERMANICA_RICHARD_BARTZ.JPG/449PX-VESPULA_GERMANICA_RICHARD_BARTZ.JPG	|	
360	|	ANIMALS	|	గిజిగాడి పిట్ట	|	WEAVER BIRD	|	గిజిగాడి పిట్ట_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/C/C7/BAYA_WEAVER_GOBI.JPG/621PX-BAYA_WEAVER_GOBI.JPG	|	
361	|	ANIMALS	|	తిమింగలము 	|	WHALE	|	తిమింగలము _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/6/6A/EUBALAENA_GLACIALIS_WITH_CALF.JPG/536PX-EUBALAENA_GLACIALIS_WITH_CALF.JPG	|	
362	|	ANIMALS	|	జెర్రి పోతు	|	WHIP SNAKE	|	జెర్రి పోతు_CLUE	|	HTTP://WWW.REPTILESOFAZ.ORG/GRAPHICS/SNAKES/MASBIL-2004.JPG	|	
363	|	ANIMALS	|	తెల్ల పులి	|	WHITE TIGER	|	తెల్ల పులి_CLUE	|	HTTP://STATIC.TUTTOGRATIS.IT/ATTUALITA/FOTOGALLERY/628X0/62285/TIGRE-BIANCA-NELLOSCURITA.JPG	|	
364	|	ANIMALS	|	అడవి పంది	|	WILD BOAR	|	అడవి పంది_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/F/F0/WILD_BOAR_HABBITAT_3.JPG/800PX-WILD_BOAR_HABBITAT_3.JPG	|	
365	|	ANIMALS	|	తోడేలు 	|	WOLF	|	తోడేలు _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/1/19/VARG_FOTOGRAFERAD_PA_POLAR_ZOO_NORGE_%286%29.JPG	|	
366	|	ANIMALS	|	తోడేలు	|	WOLF	|	తోడేలు_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/1/19/VARG_FOTOGRAFERAD_PA_POLAR_ZOO_NORGE_%286%29.JPG	|	
367	|	ANIMALS	|	లకుముకి పిట్ట	|	WOODPECKER	|	లకుముకి పిట్ట_CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/1/1B/MELANERPES_STRIATUS001.JPG/400PX-MELANERPES_STRIATUS001.JPG	|	
368	|	ANIMALS	|	జడల బర్రె 	|	YAK	|	జడల బర్రె _CLUE	|	HTTPS://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/0/0E/BOS_GRUNNIENS_AT_LETDAR_ON_ANNAPURNA_CIRCUIT.JPG/800PX-BOS_GRUNNIENS_AT_LETDAR_ON_ANNAPURNA_CIRCUIT.JPG	|	
369	|	ANIMALS	|	జడల బర్రె	|	YAK	|	జడల బర్రె_CLUE	|	HTTPS://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/5/59/BOS_GRUNNIENS_-_SYRACUSE_ZOO.JPG/738PX-BOS_GRUNNIENS_-_SYRACUSE_ZOO.JPG	|	
370	|	ANIMALS	|	కంచర గాడిద 	|	ZEBRA	|	కంచర గాడిద _CLUE	|	HTTP://UPLOAD.WIKIMEDIA.ORG/WIKIPEDIA/COMMONS/THUMB/E/E3/PLAINS_ZEBRA_EQUUS_QUAGGA.JPG/399PX-PLAINS_ZEBRA_EQUUS_QUAGGA.JPG	|	
13	|	AMERICAN_AND_ITALIAN_FOODS	|	ఫ్రెంచ్ ఫ్రైస్	|	 FRENCH FRIES	|	ఫ్రెంచ్ ఫ్రైస్_CLUE	|		|	
14	|	AMERICAN_AND_ITALIAN_FOODS	|	ఆల్ఫ్రెదొ	|	ALFREDO	|	ఆల్ఫ్రెదొ_CLUE	|		|	
15	|	AMERICAN_AND_ITALIAN_FOODS	|	బ్యగెల్	|	BAGEL	|	బ్యగెల్_CLUE	|		|	
16	|	AMERICAN_AND_ITALIAN_FOODS	|	బీఫ్	|	BEEF	|	బీఫ్_CLUE	|		|	
17	|	AMERICAN_AND_ITALIAN_FOODS	|	బిట్టొ	|	BITTO	|	బిట్టొ_CLUE	|		|	
18	|	AMERICAN_AND_ITALIAN_FOODS	|	బ్రెడ్	|	BREAD	|	బ్రెడ్_CLUE	|		|	
19	|	AMERICAN_AND_ITALIAN_FOODS	|	బ్రుస్కెట్ట	|	BRUSCHETTA	|	బ్రుస్కెట్ట_CLUE	|		|	
20	|	AMERICAN_AND_ITALIAN_FOODS	|	బర్గర్	|	BURGER	|	బర్గర్_CLUE	|		|	
21	|	AMERICAN_AND_ITALIAN_FOODS	|	బూజో	|	BUSO	|	బూజో_CLUE	|		|	
22	|	AMERICAN_AND_ITALIAN_FOODS	|	కాల్జోనె	|	CALZONE	|	కాల్జోనె_CLUE	|		|	
23	|	AMERICAN_AND_ITALIAN_FOODS	|	కన్నోలి	|	CANNOLI	|	కన్నోలి_CLUE	|		|	
24	|	AMERICAN_AND_ITALIAN_FOODS	|	సిరియల్	|	CEREAL	|	సిరియల్_CLUE	|		|	
25	|	AMERICAN_AND_ITALIAN_FOODS	|	చీస్ కర్డ్స్	|	CHEESE CURDS	|	చీస్ కర్డ్స్_CLUE	|		|	
26	|	AMERICAN_AND_ITALIAN_FOODS	|	చికెన్  	|	CHICKEN	|	చికెన్  _CLUE	|		|	
27	|	AMERICAN_AND_ITALIAN_FOODS	|	చికెన్ నగ్గెట్స్	|	CHICKEN NUGGETS	|	చికెన్ నగ్గెట్స్_CLUE	|		|	
28	|	AMERICAN_AND_ITALIAN_FOODS	|	చిప్స్	|	CHIPS	|	చిప్స్_CLUE	|		|	
29	|	AMERICAN_AND_ITALIAN_FOODS	|	చబాట్టా	|	CIABATTA	|	చబాట్టా_CLUE	|		|	
30	|	AMERICAN_AND_ITALIAN_FOODS	|	కార్న్ డాగ్	|	CORN DOG	|	కార్న్ డాగ్_CLUE	|		|	
31	|	AMERICAN_AND_ITALIAN_FOODS	|	కోట్టో	|	COTTO	|	కోట్టో_CLUE	|		|	
32	|	AMERICAN_AND_ITALIAN_FOODS	|	కుకుంబర్	|	CUCUMBER	|	కుకుంబర్_CLUE	|		|	
33	|	AMERICAN_AND_ITALIAN_FOODS	|	కేక్	|	CUP	|	కేక్_CLUE	|		|	
34	|	AMERICAN_AND_ITALIAN_FOODS	|	ఫెట్టుచీనె	|	FETTUCCINE	|	ఫెట్టుచీనె_CLUE	|		|	
35	|	AMERICAN_AND_ITALIAN_FOODS	|	ఫొకాచ్చా	|	FOCACCIA	|	ఫొకాచ్చా_CLUE	|		|	
36	|	AMERICAN_AND_ITALIAN_FOODS	|	నాక్కి	|	GNOCCHI	|	నాక్కి_CLUE	|		|	
37	|	AMERICAN_AND_ITALIAN_FOODS	|	గమ్	|	GUM	|	గమ్_CLUE	|		|	
38	|	AMERICAN_AND_ITALIAN_FOODS	|	హ్యమ్ బర్గర్	|	HAMBURGER	|	హ్యమ్ బర్గర్_CLUE	|		|	
39	|	AMERICAN_AND_ITALIAN_FOODS	|	హాట్ డాగ	|	HOT DOG	|	హాట్ డాగ_CLUE	|		|	
40	|	AMERICAN_AND_ITALIAN_FOODS	|	ఐస్ క్రేమ్	|	ICE CREAM	|	ఐస్ క్రేమ్_CLUE	|		|	
41	|	AMERICAN_AND_ITALIAN_FOODS	|	జెర్కీ	|	JERKEY	|	జెర్కీ_CLUE	|		|	
42	|	AMERICAN_AND_ITALIAN_FOODS	|	కీ లైమ్ ఆన్ ఎ స్టిక్	|	KEYLIME PIE ON A STICK	|	కీ లైమ్ ఆన్ ఎ స్టిక్_CLUE	|		|	
43	|	AMERICAN_AND_ITALIAN_FOODS	|	లసానియ	|	LASAGNA	|	లసానియ_CLUE	|		|	
44	|	AMERICAN_AND_ITALIAN_FOODS	|	లింగ్వీనె	|	LINGUINE	|	లింగ్వీనె_CLUE	|		|	
45	|	AMERICAN_AND_ITALIAN_FOODS	|	మారినారా	|	MARINARA	|	మారినారా_CLUE	|		|	
46	|	AMERICAN_AND_ITALIAN_FOODS	|	పొటాటోస్	|	MASHED	|	పొటాటోస్_CLUE	|		|	
47	|	AMERICAN_AND_ITALIAN_FOODS	|	మీట్ లోఫ్	|	MEATLOAF	|	మీట్ లోఫ్_CLUE	|		|	
48	|	AMERICAN_AND_ITALIAN_FOODS	|	మినిస్ట్రోనె	|	MINESTRONE	|	మినిస్ట్రోనె_CLUE	|		|	
49	|	AMERICAN_AND_ITALIAN_FOODS	|	మొజ్జరెల్ల	|	MOZZARELLA	|	మొజ్జరెల్ల_CLUE	|		|	
